syslog_key|data_source_id|syslog_id|device_type1_key|authentityid|severity_number|severity|syslogtimestamp|syslogdate|day_in_month|month_number|quarter_number|year|week_number|year_for_week|hour|minute|second|time_key|devicename|deviceip|proxyip|description|mnemonic|facility|owning_entity|prdctsrs_value|producttype_value|prdctfmly_value|softwareversion|count
186360|172.25.124.244|598532|2|185234|7|Debug|2015-08-23 00:16:36|2015-08-23|23|8|3|2015|34|2015|0|16|36|997|Cisco_10.114.8.2|10.114.8.2|10.114.8.2|configured by cisco on vty6(172.25.124.242)|CONFIG|SYS|181182_10.114.8.2|Cisco 7600 Series Routers|Cisco 7609 Router|Routers|12.2(18)SXF7|1
186423|172.25.124.244|598595|19|9470510|0|Emergency|2015-08-23 00:16:36|2015-08-23|23|8|3|2015|34|2015|0|16|36|997|Cisco_10.114.8.5|10.114.8.5|10.114.8.5|System emergency  Critical issue, system is Down|DOWN|SYS|4771782_10.114.8.5|Cisco ASR 900 Series Aggregation Services Routers|Cisco ASR 903 Router|Routers|15.4(3)S2|1
186398|172.25.124.244|598570|1|185185|0|Emergency|2015-08-23 00:16:36|2015-08-23|23|8|3|2015|34|2015|0|16|36|997|Cisco_10.114.8.1|10.114.8.1|10.114.8.1|System emergency  Critical issue, system is Down|DOWN|SYS|181181_10.114.8.1|Cisco 7600 Series Routers|Cisco 7609 Router|Routers|12.2(18)SXF7|1
186415|172.25.124.244|598587|0|9470461|0|Emergency|2015-08-23 00:16:36|2015-08-23|23|8|3|2015|34|2015|0|16|36|997|Cisco_10.114.8.4|10.114.8.4|10.114.8.4|System emergency  Critical issue, system is Down|DOWN|SYS|Unknown|Unknown|Unknown|Unknown|Unknown|1
186401|172.25.124.244|598573|6|185334|0|Emergency|2015-08-23 00:16:36|2015-08-23|23|8|3|2015|34|2015|0|16|36|997|Cisco_10.114.8.13|10.114.8.13|10.114.8.13|System emergency  Critical issue, system is Down|DOWN|SYS|181187_10.114.8.13|Cisco ME 3600X Series Ethernet Access Switches|Cisco ME 3600X-24FS-M Switch|Switches and Hubs|12.2(52)EY|1
186382|172.25.124.244|598554|4|185332|0|Emergency|2015-08-23 00:16:36|2015-08-23|23|8|3|2015|34|2015|0|16|36|997|Cisco_10.114.8.6|10.114.8.6|10.114.8.6|System emergency  Critical issue, system is Down|DOWN|SYS|181185_10.114.8.6|Cisco ASR 900 Series Aggregation Services Routers|Cisco ASR 903 Router|Routers|15.4(3)S2|1
186385|172.25.124.244|598557|3|185283|0|Emergency|2015-08-23 00:16:36|2015-08-23|23|8|3|2015|34|2015|0|16|36|997|Cisco_10.114.8.3|10.114.8.3|10.114.8.3|System emergency  Critical issue, system is Down|DOWN|SYS|181183_10.114.8.3|Cisco 7600 Series Routers|Cisco 7609 Router|Routers|12.2(18)SXF7|1
186407|172.25.124.244|598579|5|185333|0|Emergency|2015-08-23 00:16:36|2015-08-23|23|8|3|2015|34|2015|0|16|36|997|Cisco_10.114.8.9|10.114.8.9|10.114.8.9|System emergency  Critical issue, system is Down|DOWN|SYS|181186_10.114.8.9|Cisco ASR 901 10G Series Aggregation Services Routers|Cisco ASR901-6CZ-FT-A Router|Routers|15.3(3)S4|1
186369|172.25.124.244|598541|2|185234|0|Emergency|2015-08-23 00:16:36|2015-08-23|23|8|3|2015|34|2015|0|16|36|997|Cisco_10.114.8.2|10.114.8.2|10.114.8.2|System emergency  Critical issue, system is Down|DOWN|SYS|181182_10.114.8.2|Cisco 7600 Series Routers|Cisco 7609 Router|Routers|12.2(18)SXF7|1
186431|172.25.124.244|598603|7|185335|0|Emergency|2015-08-23 00:16:36|2015-08-23|23|8|3|2015|34|2015|0|16|36|997|Cisco_10.114.8.14|10.114.8.14|10.114.8.14|System emergency  Critical issue, system is Down|DOWN|SYS|181188_10.114.8.14|Cisco ME 3600X Series Ethernet Access Switches|Cisco ME 3600X-24FS-M Switch|Switches and Hubs|12.2(52)EY|1
186363|172.25.124.244|598535|2|185234|3|Error|2015-08-23 00:16:36|2015-08-23|23|8|3|2015|34|2015|0|16|36|997|Cisco_10.114.8.2|10.114.8.2|10.114.8.2|Interface GigabitEthernet 5/1, changed state to operational down|CHANGED|LINK|181182_10.114.8.2|Cisco 7600 Series Routers|Cisco 7609 Router|Routers|12.2(18)SXF7|1
186427|172.25.124.244|598599|7|185335|3|Error|2015-08-23 00:16:36|2015-08-23|23|8|3|2015|34|2015|0|16|36|997|Cisco_10.114.8.14|10.114.8.14|10.114.8.14|Interface GigabitEthernet 5/1, changed state to operational down|CHANGED|LINK|181188_10.114.8.14|Cisco ME 3600X Series Ethernet Access Switches|Cisco ME 3600X-24FS-M Switch|Switches and Hubs|12.2(52)EY|1
186391|172.25.124.244|598563|1|185185|3|Error|2015-08-23 00:16:36|2015-08-23|23|8|3|2015|34|2015|0|16|36|997|Cisco_10.114.8.1|10.114.8.1|10.114.8.1|Interface GigabitEthernet 5/1, changed state to operational down|CHANGED|LINK|181181_10.114.8.1|Cisco 7600 Series Routers|Cisco 7609 Router|Routers|12.2(18)SXF7|1
186393|172.25.124.244|598565|6|185334|3|Error|2015-08-23 00:16:36|2015-08-23|23|8|3|2015|34|2015|0|16|36|997|Cisco_10.114.8.13|10.114.8.13|10.114.8.13|Interface GigabitEthernet 5/1, changed state to operational down|CHANGED|LINK|181187_10.114.8.13|Cisco ME 3600X Series Ethernet Access Switches|Cisco ME 3600X-24FS-M Switch|Switches and Hubs|12.2(52)EY|1
186419|172.25.124.244|598591|19|9470510|3|Error|2015-08-23 00:16:36|2015-08-23|23|8|3|2015|34|2015|0|16|36|997|Cisco_10.114.8.5|10.114.8.5|10.114.8.5|Interface GigabitEthernet 5/1, changed state to operational down|CHANGED|LINK|4771782_10.114.8.5|Cisco ASR 900 Series Aggregation Services Routers|Cisco ASR 903 Router|Routers|15.4(3)S2|1
186403|172.25.124.244|598575|5|185333|3|Error|2015-08-23 00:16:36|2015-08-23|23|8|3|2015|34|2015|0|16|36|997|Cisco_10.114.8.9|10.114.8.9|10.114.8.9|Interface GigabitEthernet 5/1, changed state to operational down|CHANGED|LINK|181186_10.114.8.9|Cisco ASR 901 10G Series Aggregation Services Routers|Cisco ASR901-6CZ-FT-A Router|Routers|15.3(3)S4|1
186375|172.25.124.244|598547|3|185283|3|Error|2015-08-23 00:16:36|2015-08-23|23|8|3|2015|34|2015|0|16|36|997|Cisco_10.114.8.3|10.114.8.3|10.114.8.3|Interface GigabitEthernet 5/1, changed state to operational down|CHANGED|LINK|181183_10.114.8.3|Cisco 7600 Series Routers|Cisco 7609 Router|Routers|12.2(18)SXF7|1
186411|172.25.124.244|598583|0|9470461|3|Error|2015-08-23 00:16:36|2015-08-23|23|8|3|2015|34|2015|0|16|36|997|Cisco_10.114.8.4|10.114.8.4|10.114.8.4|Interface GigabitEthernet 5/1, changed state to operational down|CHANGED|LINK|Unknown|Unknown|Unknown|Unknown|Unknown|1
186374|172.25.124.244|598546|4|185332|3|Error|2015-08-23 00:16:36|2015-08-23|23|8|3|2015|34|2015|0|16|36|997|Cisco_10.114.8.6|10.114.8.6|10.114.8.6|Interface GigabitEthernet 5/1, changed state to operational down|CHANGED|LINK|181185_10.114.8.6|Cisco ASR 900 Series Aggregation Services Routers|Cisco ASR 903 Router|Routers|15.4(3)S2|1
186365|172.25.124.244|598537|2|185234|6|Informational|2015-08-23 00:16:36|2015-08-23|23|8|3|2015|34|2015|0|16|36|997|Cisco_10.114.8.2|10.114.8.2|10.114.8.2|list 185 denied tcp 172.16.1.72(5775) ->192.168.2.1|IPACCESSLOGP|SEC|181182_10.114.8.2|Cisco 7600 Series Routers|Cisco 7609 Router|Routers|12.2(18)SXF7|1
186377|172.25.124.244|598549|3|185283|6|Informational|2015-08-23 00:16:36|2015-08-23|23|8|3|2015|34|2015|0|16|36|997|Cisco_10.114.8.3|10.114.8.3|10.114.8.3|list 185 denied tcp 172.16.1.72(5775) ->192.168.2.1|IPACCESSLOGP|SEC|181183_10.114.8.3|Cisco 7600 Series Routers|Cisco 7609 Router|Routers|12.2(18)SXF7|1
186376|172.25.124.244|598548|4|185332|6|Informational|2015-08-23 00:16:36|2015-08-23|23|8|3|2015|34|2015|0|16|36|997|Cisco_10.114.8.6|10.114.8.6|10.114.8.6|list 185 denied tcp 172.16.1.72(5775) ->192.168.2.1|IPACCESSLOGP|SEC|181185_10.114.8.6|Cisco ASR 900 Series Aggregation Services Routers|Cisco ASR 903 Router|Routers|15.4(3)S2|1
186428|172.25.124.244|598600|7|185335|6|Informational|2015-08-23 00:16:36|2015-08-23|23|8|3|2015|34|2015|0|16|36|997|Cisco_10.114.8.14|10.114.8.14|10.114.8.14|list 185 denied tcp 172.16.1.72(5775) ->192.168.2.1|IPACCESSLOGP|SEC|181188_10.114.8.14|Cisco ME 3600X Series Ethernet Access Switches|Cisco ME 3600X-24FS-M Switch|Switches and Hubs|12.2(52)EY|1
186420|172.25.124.244|598592|19|9470510|6|Informational|2015-08-23 00:16:36|2015-08-23|23|8|3|2015|34|2015|0|16|36|997|Cisco_10.114.8.5|10.114.8.5|10.114.8.5|list 185 denied tcp 172.16.1.72(5775) ->192.168.2.1|IPACCESSLOGP|SEC|4771782_10.114.8.5|Cisco ASR 900 Series Aggregation Services Routers|Cisco ASR 903 Router|Routers|15.4(3)S2|1
186392|172.25.124.244|598564|1|185185|6|Informational|2015-08-23 00:16:36|2015-08-23|23|8|3|2015|34|2015|0|16|36|997|Cisco_10.114.8.1|10.114.8.1|10.114.8.1|list 185 denied tcp 172.16.1.72(5775) ->192.168.2.1|IPACCESSLOGP|SEC|181181_10.114.8.1|Cisco 7600 Series Routers|Cisco 7609 Router|Routers|12.2(18)SXF7|1
186395|172.25.124.244|598567|6|185334|6|Informational|2015-08-23 00:16:36|2015-08-23|23|8|3|2015|34|2015|0|16|36|997|Cisco_10.114.8.13|10.114.8.13|10.114.8.13|list 185 denied tcp 172.16.1.72(5775) ->192.168.2.1|IPACCESSLOGP|SEC|181187_10.114.8.13|Cisco ME 3600X Series Ethernet Access Switches|Cisco ME 3600X-24FS-M Switch|Switches and Hubs|12.2(52)EY|1
186412|172.25.124.244|598584|0|9470461|6|Informational|2015-08-23 00:16:36|2015-08-23|23|8|3|2015|34|2015|0|16|36|997|Cisco_10.114.8.4|10.114.8.4|10.114.8.4|list 185 denied tcp 172.16.1.72(5775) ->192.168.2.1|IPACCESSLOGP|SEC|Unknown|Unknown|Unknown|Unknown|Unknown|1
186404|172.25.124.244|598576|5|185333|6|Informational|2015-08-23 00:16:36|2015-08-23|23|8|3|2015|34|2015|0|16|36|997|Cisco_10.114.8.9|10.114.8.9|10.114.8.9|list 185 denied tcp 172.16.1.72(5775) ->192.168.2.1|IPACCESSLOGP|SEC|181186_10.114.8.9|Cisco ASR 901 10G Series Aggregation Services Routers|Cisco ASR901-6CZ-FT-A Router|Routers|15.3(3)S4|1
186361|172.25.124.244|598533|2|185234|5|Notice|2015-08-23 00:16:36|2015-08-23|23|8|3|2015|34|2015|0|16|36|997|Cisco_10.114.8.2|10.114.8.2|10.114.8.2|configured by cisco on vty9(172.25.124.243)|CONFIG|SYS|181182_10.114.8.2|Cisco 7600 Series Routers|Cisco 7609 Router|Routers|12.2(18)SXF7|1
186425|172.25.124.244|598597|7|185335|5|Notice|2015-08-23 00:16:36|2015-08-23|23|8|3|2015|34|2015|0|16|36|997|Cisco_10.114.8.14|10.114.8.14|10.114.8.14|configured by cisco on vty9(172.25.124.243)|CONFIG|SYS|181188_10.114.8.14|Cisco ME 3600X Series Ethernet Access Switches|Cisco ME 3600X-24FS-M Switch|Switches and Hubs|12.2(52)EY|1
186417|172.25.124.244|598589|19|9470510|5|Notice|2015-08-23 00:16:36|2015-08-23|23|8|3|2015|34|2015|0|16|36|997|Cisco_10.114.8.5|10.114.8.5|10.114.8.5|configured by cisco on vty9(172.25.124.243)|CONFIG|SYS|4771782_10.114.8.5|Cisco ASR 900 Series Aggregation Services Routers|Cisco ASR 903 Router|Routers|15.4(3)S2|1
186370|172.25.124.244|598542|3|185283|5|Notice|2015-08-23 00:16:36|2015-08-23|23|8|3|2015|34|2015|0|16|36|997|Cisco_10.114.8.3|10.114.8.3|10.114.8.3|configured by cisco on vty9(172.25.124.243)|CONFIG|SYS|181183_10.114.8.3|Cisco 7600 Series Routers|Cisco 7609 Router|Routers|12.2(18)SXF7|1
186371|172.25.124.244|598543|4|185332|5|Notice|2015-08-23 00:16:36|2015-08-23|23|8|3|2015|34|2015|0|16|36|997|Cisco_10.114.8.6|10.114.8.6|10.114.8.6|configured by cisco on vty9(172.25.124.243)|CONFIG|SYS|181185_10.114.8.6|Cisco ASR 900 Series Aggregation Services Routers|Cisco ASR 903 Router|Routers|15.4(3)S2|1
186387|172.25.124.244|598559|1|185185|5|Notice|2015-08-23 00:16:36|2015-08-23|23|8|3|2015|34|2015|0|16|36|997|Cisco_10.114.8.1|10.114.8.1|10.114.8.1|configured by cisco on vty9(172.25.124.243)|CONFIG|SYS|181181_10.114.8.1|Cisco 7600 Series Routers|Cisco 7609 Router|Routers|12.2(18)SXF7|1
186388|172.25.124.244|598560|6|185334|5|Notice|2015-08-23 00:16:36|2015-08-23|23|8|3|2015|34|2015|0|16|36|997|Cisco_10.114.8.13|10.114.8.13|10.114.8.13|configured by cisco on vty9(172.25.124.243)|CONFIG|SYS|181187_10.114.8.13|Cisco ME 3600X Series Ethernet Access Switches|Cisco ME 3600X-24FS-M Switch|Switches and Hubs|12.2(52)EY|1
186409|172.25.124.244|598581|0|9470461|5|Notice|2015-08-23 00:16:36|2015-08-23|23|8|3|2015|34|2015|0|16|36|997|Cisco_10.114.8.4|10.114.8.4|10.114.8.4|configured by cisco on vty9(172.25.124.243)|CONFIG|SYS|Unknown|Unknown|Unknown|Unknown|Unknown|1
186400|172.25.124.244|598572|5|185333|5|Notice|2015-08-23 00:16:36|2015-08-23|23|8|3|2015|34|2015|0|16|36|997|Cisco_10.114.8.9|10.114.8.9|10.114.8.9|configured by cisco on vty9(172.25.124.243)|CONFIG|SYS|181186_10.114.8.9|Cisco ASR 901 10G Series Aggregation Services Routers|Cisco ASR901-6CZ-FT-A Router|Routers|15.3(3)S4|1
186362|172.25.124.244|598534|2|185234|4|Warning|2015-08-23 00:16:36|2015-08-23|23|8|3|2015|34|2015|0|16|36|997|Cisco_10.114.8.2|10.114.8.2|10.114.8.2|Interface Fastethernet 2/12, changed state to administratively down|CHANGED|LINK|181182_10.114.8.2|Cisco 7600 Series Routers|Cisco 7609 Router|Routers|12.2(18)SXF7|1
186426|172.25.124.244|598598|7|185335|4|Warning|2015-08-23 00:16:36|2015-08-23|23|8|3|2015|34|2015|0|16|36|997|Cisco_10.114.8.14|10.114.8.14|10.114.8.14|Interface Fastethernet 2/12, changed state to administratively down|CHANGED|LINK|181188_10.114.8.14|Cisco ME 3600X Series Ethernet Access Switches|Cisco ME 3600X-24FS-M Switch|Switches and Hubs|12.2(52)EY|1
186389|172.25.124.244|598561|1|185185|4|Warning|2015-08-23 00:16:36|2015-08-23|23|8|3|2015|34|2015|0|16|36|997|Cisco_10.114.8.1|10.114.8.1|10.114.8.1|Interface Fastethernet 2/12, changed state to administratively down|CHANGED|LINK|181181_10.114.8.1|Cisco 7600 Series Routers|Cisco 7609 Router|Routers|12.2(18)SXF7|1
186390|172.25.124.244|598562|6|185334|4|Warning|2015-08-23 00:16:36|2015-08-23|23|8|3|2015|34|2015|0|16|36|997|Cisco_10.114.8.13|10.114.8.13|10.114.8.13|Interface Fastethernet 2/12, changed state to administratively down|CHANGED|LINK|181187_10.114.8.13|Cisco ME 3600X Series Ethernet Access Switches|Cisco ME 3600X-24FS-M Switch|Switches and Hubs|12.2(52)EY|1
186418|172.25.124.244|598590|19|9470510|4|Warning|2015-08-23 00:16:36|2015-08-23|23|8|3|2015|34|2015|0|16|36|997|Cisco_10.114.8.5|10.114.8.5|10.114.8.5|Interface Fastethernet 2/12, changed state to administratively down|CHANGED|LINK|4771782_10.114.8.5|Cisco ASR 900 Series Aggregation Services Routers|Cisco ASR 903 Router|Routers|15.4(3)S2|1
186402|172.25.124.244|598574|5|185333|4|Warning|2015-08-23 00:16:36|2015-08-23|23|8|3|2015|34|2015|0|16|36|997|Cisco_10.114.8.9|10.114.8.9|10.114.8.9|Interface Fastethernet 2/12, changed state to administratively down|CHANGED|LINK|181186_10.114.8.9|Cisco ASR 901 10G Series Aggregation Services Routers|Cisco ASR901-6CZ-FT-A Router|Routers|15.3(3)S4|1
186410|172.25.124.244|598582|0|9470461|4|Warning|2015-08-23 00:16:36|2015-08-23|23|8|3|2015|34|2015|0|16|36|997|Cisco_10.114.8.4|10.114.8.4|10.114.8.4|Interface Fastethernet 2/12, changed state to administratively down|CHANGED|LINK|Unknown|Unknown|Unknown|Unknown|Unknown|1
186373|172.25.124.244|598545|4|185332|4|Warning|2015-08-23 00:16:36|2015-08-23|23|8|3|2015|34|2015|0|16|36|997|Cisco_10.114.8.6|10.114.8.6|10.114.8.6|Interface Fastethernet 2/12, changed state to administratively down|CHANGED|LINK|181185_10.114.8.6|Cisco ASR 900 Series Aggregation Services Routers|Cisco ASR 903 Router|Routers|15.4(3)S2|1
186372|172.25.124.244|598544|3|185283|4|Warning|2015-08-23 00:16:36|2015-08-23|23|8|3|2015|34|2015|0|16|36|997|Cisco_10.114.8.3|10.114.8.3|10.114.8.3|Interface Fastethernet 2/12, changed state to administratively down|CHANGED|LINK|181183_10.114.8.3|Cisco 7600 Series Routers|Cisco 7609 Router|Routers|12.2(18)SXF7|1
186463|172.25.124.244|598635|1|185185|1|Alert|2015-08-23 00:21:36|2015-08-23|23|8|3|2015|34|2015|0|21|36|1297|Cisco_10.114.8.1|10.114.8.1|10.114.8.1|System encounter Critical issue, change state to Down|DOWN|SYS|181181_10.114.8.1|Cisco 7600 Series Routers|Cisco 7609 Router|Routers|12.2(18)SXF7|1
186470|172.25.124.244|598642|19|9470510|1|Alert|2015-08-23 00:21:36|2015-08-23|23|8|3|2015|34|2015|0|21|36|1297|Cisco_10.114.8.5|10.114.8.5|10.114.8.5|System encounter Critical issue, change state to Down|DOWN|SYS|4771782_10.114.8.5|Cisco ASR 900 Series Aggregation Services Routers|Cisco ASR 903 Router|Routers|15.4(3)S2|1
186454|172.25.124.244|598626|2|185234|1|Alert|2015-08-23 00:21:36|2015-08-23|23|8|3|2015|34|2015|0|21|36|1297|Cisco_10.114.8.2|10.114.8.2|10.114.8.2|System encounter Critical issue, change state to Down|DOWN|SYS|181182_10.114.8.2|Cisco 7600 Series Routers|Cisco 7609 Router|Routers|12.2(18)SXF7|1
186479|172.25.124.244|598651|5|185333|1|Alert|2015-08-23 00:21:36|2015-08-23|23|8|3|2015|34|2015|0|21|36|1297|Cisco_10.114.8.9|10.114.8.9|10.114.8.9|System encounter Critical issue, change state to Down|DOWN|SYS|181186_10.114.8.9|Cisco ASR 901 10G Series Aggregation Services Routers|Cisco ASR901-6CZ-FT-A Router|Routers|15.3(3)S4|1
186450|172.25.124.244|598622|3|185283|1|Alert|2015-08-23 00:21:36|2015-08-23|23|8|3|2015|34|2015|0|21|36|1297|Cisco_10.114.8.3|10.114.8.3|10.114.8.3|System encounter Critical issue, change state to Down|DOWN|SYS|181183_10.114.8.3|Cisco 7600 Series Routers|Cisco 7609 Router|Routers|12.2(18)SXF7|1
186448|172.25.124.244|598620|0|9470461|1|Alert|2015-08-23 00:21:36|2015-08-23|23|8|3|2015|34|2015|0|21|36|1297|Cisco_10.114.8.4|10.114.8.4|10.114.8.4|System encounter Critical issue, change state to Down|DOWN|SYS|Unknown|Unknown|Unknown|Unknown|Unknown|1
186486|172.25.124.244|598658|4|185332|1|Alert|2015-08-23 00:21:36|2015-08-23|23|8|3|2015|34|2015|0|21|36|1297|Cisco_10.114.8.6|10.114.8.6|10.114.8.6|System encounter Critical issue, change state to Down|DOWN|SYS|181185_10.114.8.6|Cisco ASR 900 Series Aggregation Services Routers|Cisco ASR 903 Router|Routers|15.4(3)S2|1
186496|172.25.124.244|598668|7|185335|1|Alert|2015-08-23 00:21:36|2015-08-23|23|8|3|2015|34|2015|0|21|36|1297|Cisco_10.114.8.14|10.114.8.14|10.114.8.14|System encounter Critical issue, change state to Down|DOWN|SYS|181188_10.114.8.14|Cisco ME 3600X Series Ethernet Access Switches|Cisco ME 3600X-24FS-M Switch|Switches and Hubs|12.2(52)EY|1
186502|172.25.124.244|598674|6|185334|1|Alert|2015-08-23 00:21:36|2015-08-23|23|8|3|2015|34|2015|0|21|36|1297|Cisco_10.114.8.13|10.114.8.13|10.114.8.13|System encounter Critical issue, change state to Down|DOWN|SYS|181187_10.114.8.13|Cisco ME 3600X Series Ethernet Access Switches|Cisco ME 3600X-24FS-M Switch|Switches and Hubs|12.2(52)EY|1
186501|172.25.124.244|598673|6|185334|2|Critical|2015-08-23 00:21:36|2015-08-23|23|8|3|2015|34|2015|0|21|36|1297|Cisco_10.114.8.13|10.114.8.13|10.114.8.13|Line Protocol on Interface GigabitEthernet 1/0, changed state to down|UPDOWN|LINEPROTO|181187_10.114.8.13|Cisco ME 3600X Series Ethernet Access Switches|Cisco ME 3600X-24FS-M Switch|Switches and Hubs|12.2(52)EY|1
186453|172.25.124.244|598625|2|185234|2|Critical|2015-08-23 00:21:36|2015-08-23|23|8|3|2015|34|2015|0|21|36|1297|Cisco_10.114.8.2|10.114.8.2|10.114.8.2|Line Protocol on Interface GigabitEthernet 1/0, changed state to down|UPDOWN|LINEPROTO|181182_10.114.8.2|Cisco 7600 Series Routers|Cisco 7609 Router|Routers|12.2(18)SXF7|1
186478|172.25.124.244|598650|5|185333|2|Critical|2015-08-23 00:21:36|2015-08-23|23|8|3|2015|34|2015|0|21|36|1297|Cisco_10.114.8.9|10.114.8.9|10.114.8.9|Line Protocol on Interface GigabitEthernet 1/0, changed state to down|UPDOWN|LINEPROTO|181186_10.114.8.9|Cisco ASR 901 10G Series Aggregation Services Routers|Cisco ASR901-6CZ-FT-A Router|Routers|15.3(3)S4|1
186469|172.25.124.244|598641|19|9470510|2|Critical|2015-08-23 00:21:36|2015-08-23|23|8|3|2015|34|2015|0|21|36|1297|Cisco_10.114.8.5|10.114.8.5|10.114.8.5|Line Protocol on Interface GigabitEthernet 1/0, changed state to down|UPDOWN|LINEPROTO|4771782_10.114.8.5|Cisco ASR 900 Series Aggregation Services Routers|Cisco ASR 903 Router|Routers|15.4(3)S2|1
186485|172.25.124.244|598657|4|185332|2|Critical|2015-08-23 00:21:36|2015-08-23|23|8|3|2015|34|2015|0|21|36|1297|Cisco_10.114.8.6|10.114.8.6|10.114.8.6|Line Protocol on Interface GigabitEthernet 1/0, changed state to down|UPDOWN|LINEPROTO|181185_10.114.8.6|Cisco ASR 900 Series Aggregation Services Routers|Cisco ASR 903 Router|Routers|15.4(3)S2|1
186461|172.25.124.244|598633|1|185185|2|Critical|2015-08-23 00:21:36|2015-08-23|23|8|3|2015|34|2015|0|21|36|1297|Cisco_10.114.8.1|10.114.8.1|10.114.8.1|Line Protocol on Interface GigabitEthernet 1/0, changed state to down|UPDOWN|LINEPROTO|181181_10.114.8.1|Cisco 7600 Series Routers|Cisco 7609 Router|Routers|12.2(18)SXF7|1
186447|172.25.124.244|598619|3|185283|2|Critical|2015-08-23 00:21:36|2015-08-23|23|8|3|2015|34|2015|0|21|36|1297|Cisco_10.114.8.3|10.114.8.3|10.114.8.3|Line Protocol on Interface GigabitEthernet 1/0, changed state to down|UPDOWN|LINEPROTO|181183_10.114.8.3|Cisco 7600 Series Routers|Cisco 7609 Router|Routers|12.2(18)SXF7|1
186446|172.25.124.244|598618|0|9470461|2|Critical|2015-08-23 00:21:36|2015-08-23|23|8|3|2015|34|2015|0|21|36|1297|Cisco_10.114.8.4|10.114.8.4|10.114.8.4|Line Protocol on Interface GigabitEthernet 1/0, changed state to down|UPDOWN|LINEPROTO|Unknown|Unknown|Unknown|Unknown|Unknown|1
186494|172.25.124.244|598666|7|185335|2|Critical|2015-08-23 00:21:36|2015-08-23|23|8|3|2015|34|2015|0|21|36|1297|Cisco_10.114.8.14|10.114.8.14|10.114.8.14|Line Protocol on Interface GigabitEthernet 1/0, changed state to down|UPDOWN|LINEPROTO|181188_10.114.8.14|Cisco ME 3600X Series Ethernet Access Switches|Cisco ME 3600X-24FS-M Switch|Switches and Hubs|12.2(52)EY|1
186488|172.25.124.244|598660|7|185335|7|Debug|2015-08-23 00:21:36|2015-08-23|23|8|3|2015|34|2015|0|21|36|1297|Cisco_10.114.8.14|10.114.8.14|10.114.8.14|configured by cisco on vty6(172.25.124.242)|CONFIG|SYS|181188_10.114.8.14|Cisco ME 3600X Series Ethernet Access Switches|Cisco ME 3600X-24FS-M Switch|Switches and Hubs|12.2(52)EY|1
186436|172.25.124.244|598608|2|185234|7|Debug|2015-08-23 00:21:36|2015-08-23|23|8|3|2015|34|2015|0|21|36|1297|Cisco_10.114.8.2|10.114.8.2|10.114.8.2|configured by cisco on vty6(172.25.124.242)|CONFIG|SYS|181182_10.114.8.2|Cisco 7600 Series Routers|Cisco 7609 Router|Routers|12.2(18)SXF7|1
186433|172.25.124.244|598605|0|9470461|7|Debug|2015-08-23 00:21:36|2015-08-23|23|8|3|2015|34|2015|0|21|36|1297|Cisco_10.114.8.4|10.114.8.4|10.114.8.4|configured by cisco on vty6(172.25.124.242)|CONFIG|SYS|Unknown|Unknown|Unknown|Unknown|Unknown|1
186462|172.25.124.244|598634|19|9470510|7|Debug|2015-08-23 00:21:36|2015-08-23|23|8|3|2015|34|2015|0|21|36|1297|Cisco_10.114.8.5|10.114.8.5|10.114.8.5|configured by cisco on vty6(172.25.124.242)|CONFIG|SYS|4771782_10.114.8.5|Cisco ASR 900 Series Aggregation Services Routers|Cisco ASR 903 Router|Routers|15.4(3)S2|1
186472|172.25.124.244|598644|5|185333|7|Debug|2015-08-23 00:21:36|2015-08-23|23|8|3|2015|34|2015|0|21|36|1297|Cisco_10.114.8.9|10.114.8.9|10.114.8.9|configured by cisco on vty6(172.25.124.242)|CONFIG|SYS|181186_10.114.8.9|Cisco ASR 901 10G Series Aggregation Services Routers|Cisco ASR901-6CZ-FT-A Router|Routers|15.3(3)S4|1
186432|172.25.124.244|598604|3|185283|7|Debug|2015-08-23 00:21:36|2015-08-23|23|8|3|2015|34|2015|0|21|36|1297|Cisco_10.114.8.3|10.114.8.3|10.114.8.3|configured by cisco on vty6(172.25.124.242)|CONFIG|SYS|181183_10.114.8.3|Cisco 7600 Series Routers|Cisco 7609 Router|Routers|12.2(18)SXF7|1
186493|172.25.124.244|598665|6|185334|7|Debug|2015-08-23 00:21:36|2015-08-23|23|8|3|2015|34|2015|0|21|36|1297|Cisco_10.114.8.13|10.114.8.13|10.114.8.13|configured by cisco on vty6(172.25.124.242)|CONFIG|SYS|181187_10.114.8.13|Cisco ME 3600X Series Ethernet Access Switches|Cisco ME 3600X-24FS-M Switch|Switches and Hubs|12.2(52)EY|1
186475|172.25.124.244|598647|4|185332|7|Debug|2015-08-23 00:21:36|2015-08-23|23|8|3|2015|34|2015|0|21|36|1297|Cisco_10.114.8.6|10.114.8.6|10.114.8.6|configured by cisco on vty6(172.25.124.242)|CONFIG|SYS|181185_10.114.8.6|Cisco ASR 900 Series Aggregation Services Routers|Cisco ASR 903 Router|Routers|15.4(3)S2|1
186456|172.25.124.244|598628|1|185185|7|Debug|2015-08-23 00:21:36|2015-08-23|23|8|3|2015|34|2015|0|21|36|1297|Cisco_10.114.8.1|10.114.8.1|10.114.8.1|configured by cisco on vty6(172.25.124.242)|CONFIG|SYS|181181_10.114.8.1|Cisco 7600 Series Routers|Cisco 7609 Router|Routers|12.2(18)SXF7|1
