syslog_key|data_source_id|syslog_id|device_type1_key|authentityid|severity_number|severity|syslogtimestamp|syslogdate|day_in_month|month_number|quarter_number|year|week_number|year_for_week|hour|minute|second|time_key|devicename|deviceip|proxyip|description|mnemonic|facility|owning_entity|prdctsrs_value|producttype_value|prdctfmly_value|softwareversion|count
817|172.25.124.232|889|0|185334|5|Notice|2015-08-26 15:59:19|2015-08-26|26|8|3|2015|35|2015|15|59|19|57560|Cisco_10.114.8.9|10.114.8.9|10.114.8.9|configured by cisco on vty9(172.25.124.243)|CONFIG|SYS|Unknown|Unknown|Unknown|Unknown|Unknown|1
835|172.25.124.232|907|0|185336|5|Notice|2015-08-26 15:59:19|2015-08-26|26|8|3|2015|35|2015|15|59|19|57560|Cisco_10.114.8.13|10.114.8.13|10.114.8.13|configured by cisco on vty9(172.25.124.243)|CONFIG|SYS|Unknown|Unknown|Unknown|Unknown|Unknown|1
798|172.25.124.232|870|0|185185|4|Warning|2015-08-26 15:59:19|2015-08-26|26|8|3|2015|35|2015|15|59|19|57560|Cisco_10.114.8.2|10.114.8.2|10.114.8.2|Interface Fastethernet 2/12, changed state to administratively down|CHANGED|LINK|Unknown|Unknown|Unknown|Unknown|Unknown|1
875|172.25.124.232|947|0|185335|4|Warning|2015-08-26 15:59:19|2015-08-26|26|8|3|2015|35|2015|15|59|19|57560|Cisco_10.114.8.10|10.114.8.10|10.114.8.10|Interface Fastethernet 2/12, changed state to administratively down|CHANGED|LINK|Unknown|Unknown|Unknown|Unknown|Unknown|1
867|172.25.124.232|939|0|185337|4|Warning|2015-08-26 15:59:19|2015-08-26|26|8|3|2015|35|2015|15|59|19|57560|Cisco_10.114.8.14|10.114.8.14|10.114.8.14|Interface Fastethernet 2/12, changed state to administratively down|CHANGED|LINK|Unknown|Unknown|Unknown|Unknown|Unknown|1
801|172.25.124.232|873|0|185283|4|Warning|2015-08-26 15:59:19|2015-08-26|26|8|3|2015|35|2015|15|59|19|57560|Cisco_10.114.8.1|10.114.8.1|10.114.8.1|Interface Fastethernet 2/12, changed state to administratively down|CHANGED|LINK|Unknown|Unknown|Unknown|Unknown|Unknown|1
859|172.25.124.232|931|0|185338|4|Warning|2015-08-26 15:59:19|2015-08-26|26|8|3|2015|35|2015|15|59|19|57560|Cisco_10.114.8.17|10.114.8.17|10.114.8.17|Interface Fastethernet 2/12, changed state to administratively down|CHANGED|LINK|Unknown|Unknown|Unknown|Unknown|Unknown|1
851|172.25.124.232|923|0|185339|4|Warning|2015-08-26 15:59:19|2015-08-26|26|8|3|2015|35|2015|15|59|19|57560|Cisco_10.114.8.18|10.114.8.18|10.114.8.18|Interface Fastethernet 2/12, changed state to administratively down|CHANGED|LINK|Unknown|Unknown|Unknown|Unknown|Unknown|1
810|172.25.124.232|882|0|185234|4|Warning|2015-08-26 15:59:19|2015-08-26|26|8|3|2015|35|2015|15|59|19|57560|Cisco_10.114.8.3|10.114.8.3|10.114.8.3|Interface Fastethernet 2/12, changed state to administratively down|CHANGED|LINK|Unknown|Unknown|Unknown|Unknown|Unknown|1
814|172.25.124.232|886|0|185332|4|Warning|2015-08-26 15:59:19|2015-08-26|26|8|3|2015|35|2015|15|59|19|57560|Cisco_10.114.8.5|10.114.8.5|10.114.8.5|Interface Fastethernet 2/12, changed state to administratively down|CHANGED|LINK|Unknown|Unknown|Unknown|Unknown|Unknown|1
839|172.25.124.232|911|0|185333|4|Warning|2015-08-26 15:59:19|2015-08-26|26|8|3|2015|35|2015|15|59|19|57560|Cisco_10.114.8.6|10.114.8.6|10.114.8.6|Interface Fastethernet 2/12, changed state to administratively down|CHANGED|LINK|Unknown|Unknown|Unknown|Unknown|Unknown|1
836|172.25.124.232|908|0|185336|4|Warning|2015-08-26 15:59:19|2015-08-26|26|8|3|2015|35|2015|15|59|19|57560|Cisco_10.114.8.13|10.114.8.13|10.114.8.13|Interface Fastethernet 2/12, changed state to administratively down|CHANGED|LINK|Unknown|Unknown|Unknown|Unknown|Unknown|1
822|172.25.124.232|894|0|185334|4|Warning|2015-08-26 15:59:19|2015-08-26|26|8|3|2015|35|2015|15|59|19|57560|Cisco_10.114.8.9|10.114.8.9|10.114.8.9|Interface Fastethernet 2/12, changed state to administratively down|CHANGED|LINK|Unknown|Unknown|Unknown|Unknown|Unknown|1
949|172.25.124.232|1021|0|185338|1|Alert|2015-08-26 16:04:20|2015-08-26|26|8|3|2015|35|2015|16|4|20|57861|Cisco_10.114.8.17|10.114.8.17|10.114.8.17|System encounter Critical issue, change state to Down|DOWN|SYS|Unknown|Unknown|Unknown|Unknown|Unknown|1
940|172.25.124.232|1012|0|185339|1|Alert|2015-08-26 16:04:20|2015-08-26|26|8|3|2015|35|2015|16|4|20|57861|Cisco_10.114.8.18|10.114.8.18|10.114.8.18|System encounter Critical issue, change state to Down|DOWN|SYS|Unknown|Unknown|Unknown|Unknown|Unknown|1
935|172.25.124.232|1007|0|185335|1|Alert|2015-08-26 16:04:20|2015-08-26|26|8|3|2015|35|2015|16|4|20|57861|Cisco_10.114.8.10|10.114.8.10|10.114.8.10|System encounter Critical issue, change state to Down|DOWN|SYS|Unknown|Unknown|Unknown|Unknown|Unknown|1
958|172.25.124.232|1030|0|185337|1|Alert|2015-08-26 16:04:20|2015-08-26|26|8|3|2015|35|2015|16|4|20|57861|Cisco_10.114.8.14|10.114.8.14|10.114.8.14|System encounter Critical issue, change state to Down|DOWN|SYS|Unknown|Unknown|Unknown|Unknown|Unknown|1
904|172.25.124.232|976|0|185336|1|Alert|2015-08-26 16:04:20|2015-08-26|26|8|3|2015|35|2015|16|4|20|57861|Cisco_10.114.8.13|10.114.8.13|10.114.8.13|System encounter Critical issue, change state to Down|DOWN|SYS|Unknown|Unknown|Unknown|Unknown|Unknown|1
923|172.25.124.232|995|0|185185|1|Alert|2015-08-26 16:04:20|2015-08-26|26|8|3|2015|35|2015|16|4|20|57861|Cisco_10.114.8.2|10.114.8.2|10.114.8.2|System encounter Critical issue, change state to Down|DOWN|SYS|Unknown|Unknown|Unknown|Unknown|Unknown|1
922|172.25.124.232|994|0|185283|1|Alert|2015-08-26 16:04:20|2015-08-26|26|8|3|2015|35|2015|16|4|20|57861|Cisco_10.114.8.1|10.114.8.1|10.114.8.1|System encounter Critical issue, change state to Down|DOWN|SYS|Unknown|Unknown|Unknown|Unknown|Unknown|1
906|172.25.124.232|978|0|185234|1|Alert|2015-08-26 16:04:20|2015-08-26|26|8|3|2015|35|2015|16|4|20|57861|Cisco_10.114.8.3|10.114.8.3|10.114.8.3|System encounter Critical issue, change state to Down|DOWN|SYS|Unknown|Unknown|Unknown|Unknown|Unknown|1
964|172.25.124.232|1036|0|185332|1|Alert|2015-08-26 16:04:20|2015-08-26|26|8|3|2015|35|2015|16|4|20|57861|Cisco_10.114.8.5|10.114.8.5|10.114.8.5|System encounter Critical issue, change state to Down|DOWN|SYS|Unknown|Unknown|Unknown|Unknown|Unknown|1
913|172.25.124.232|985|0|185334|1|Alert|2015-08-26 16:04:20|2015-08-26|26|8|3|2015|35|2015|16|4|20|57861|Cisco_10.114.8.9|10.114.8.9|10.114.8.9|System encounter Critical issue, change state to Down|DOWN|SYS|Unknown|Unknown|Unknown|Unknown|Unknown|1
967|172.25.124.232|1039|0|185333|1|Alert|2015-08-26 16:04:20|2015-08-26|26|8|3|2015|35|2015|16|4|20|57861|Cisco_10.114.8.6|10.114.8.6|10.114.8.6|System encounter Critical issue, change state to Down|DOWN|SYS|Unknown|Unknown|Unknown|Unknown|Unknown|1
921|172.25.124.232|993|0|185185|2|Critical|2015-08-26 16:04:20|2015-08-26|26|8|3|2015|35|2015|16|4|20|57861|Cisco_10.114.8.2|10.114.8.2|10.114.8.2|Line Protocol on Interface GigabitEthernet 1/0, changed state to down|UPDOWN|LINEPROTO|Unknown|Unknown|Unknown|Unknown|Unknown|1
919|172.25.124.232|991|0|185283|2|Critical|2015-08-26 16:04:20|2015-08-26|26|8|3|2015|35|2015|16|4|20|57861|Cisco_10.114.8.1|10.114.8.1|10.114.8.1|Line Protocol on Interface GigabitEthernet 1/0, changed state to down|UPDOWN|LINEPROTO|Unknown|Unknown|Unknown|Unknown|Unknown|1
903|172.25.124.232|975|0|185336|2|Critical|2015-08-26 16:04:20|2015-08-26|26|8|3|2015|35|2015|16|4|20|57861|Cisco_10.114.8.13|10.114.8.13|10.114.8.13|Line Protocol on Interface GigabitEthernet 1/0, changed state to down|UPDOWN|LINEPROTO|Unknown|Unknown|Unknown|Unknown|Unknown|1
902|172.25.124.232|974|0|185234|2|Critical|2015-08-26 16:04:20|2015-08-26|26|8|3|2015|35|2015|16|4|20|57861|Cisco_10.114.8.3|10.114.8.3|10.114.8.3|Line Protocol on Interface GigabitEthernet 1/0, changed state to down|UPDOWN|LINEPROTO|Unknown|Unknown|Unknown|Unknown|Unknown|1
934|172.25.124.232|1006|0|185335|2|Critical|2015-08-26 16:04:20|2015-08-26|26|8|3|2015|35|2015|16|4|20|57861|Cisco_10.114.8.10|10.114.8.10|10.114.8.10|Line Protocol on Interface GigabitEthernet 1/0, changed state to down|UPDOWN|LINEPROTO|Unknown|Unknown|Unknown|Unknown|Unknown|1
939|172.25.124.232|1011|0|185339|2|Critical|2015-08-26 16:04:20|2015-08-26|26|8|3|2015|35|2015|16|4|20|57861|Cisco_10.114.8.18|10.114.8.18|10.114.8.18|Line Protocol on Interface GigabitEthernet 1/0, changed state to down|UPDOWN|LINEPROTO|Unknown|Unknown|Unknown|Unknown|Unknown|1
948|172.25.124.232|1020|0|185338|2|Critical|2015-08-26 16:04:20|2015-08-26|26|8|3|2015|35|2015|16|4|20|57861|Cisco_10.114.8.17|10.114.8.17|10.114.8.17|Line Protocol on Interface GigabitEthernet 1/0, changed state to down|UPDOWN|LINEPROTO|Unknown|Unknown|Unknown|Unknown|Unknown|1
910|172.25.124.232|982|0|185334|2|Critical|2015-08-26 16:04:20|2015-08-26|26|8|3|2015|35|2015|16|4|20|57861|Cisco_10.114.8.9|10.114.8.9|10.114.8.9|Line Protocol on Interface GigabitEthernet 1/0, changed state to down|UPDOWN|LINEPROTO|Unknown|Unknown|Unknown|Unknown|Unknown|1
956|172.25.124.232|1028|0|185337|2|Critical|2015-08-26 16:04:20|2015-08-26|26|8|3|2015|35|2015|16|4|20|57861|Cisco_10.114.8.14|10.114.8.14|10.114.8.14|Line Protocol on Interface GigabitEthernet 1/0, changed state to down|UPDOWN|LINEPROTO|Unknown|Unknown|Unknown|Unknown|Unknown|1
966|172.25.124.232|1038|0|185333|2|Critical|2015-08-26 16:04:20|2015-08-26|26|8|3|2015|35|2015|16|4|20|57861|Cisco_10.114.8.6|10.114.8.6|10.114.8.6|Line Protocol on Interface GigabitEthernet 1/0, changed state to down|UPDOWN|LINEPROTO|Unknown|Unknown|Unknown|Unknown|Unknown|1
963|172.25.124.232|1035|0|185332|2|Critical|2015-08-26 16:04:20|2015-08-26|26|8|3|2015|35|2015|16|4|20|57861|Cisco_10.114.8.5|10.114.8.5|10.114.8.5|Line Protocol on Interface GigabitEthernet 1/0, changed state to down|UPDOWN|LINEPROTO|Unknown|Unknown|Unknown|Unknown|Unknown|1
883|172.25.124.232|955|0|185333|7|Debug|2015-08-26 16:04:20|2015-08-26|26|8|3|2015|35|2015|16|4|20|57861|Cisco_10.114.8.6|10.114.8.6|10.114.8.6|configured by cisco on vty6(172.25.124.242)|CONFIG|SYS|Unknown|Unknown|Unknown|Unknown|Unknown|1
882|172.25.124.232|954|0|185334|7|Debug|2015-08-26 16:04:20|2015-08-26|26|8|3|2015|35|2015|16|4|20|57861|Cisco_10.114.8.9|10.114.8.9|10.114.8.9|configured by cisco on vty6(172.25.124.242)|CONFIG|SYS|Unknown|Unknown|Unknown|Unknown|Unknown|1
930|172.25.124.232|1002|0|185339|7|Debug|2015-08-26 16:04:20|2015-08-26|26|8|3|2015|35|2015|16|4|20|57861|Cisco_10.114.8.18|10.114.8.18|10.114.8.18|configured by cisco on vty6(172.25.124.242)|CONFIG|SYS|Unknown|Unknown|Unknown|Unknown|Unknown|1
926|172.25.124.232|998|0|185335|7|Debug|2015-08-26 16:04:20|2015-08-26|26|8|3|2015|35|2015|16|4|20|57861|Cisco_10.114.8.10|10.114.8.10|10.114.8.10|configured by cisco on vty6(172.25.124.242)|CONFIG|SYS|Unknown|Unknown|Unknown|Unknown|Unknown|1
884|172.25.124.232|956|0|185185|7|Debug|2015-08-26 16:04:20|2015-08-26|26|8|3|2015|35|2015|16|4|20|57861|Cisco_10.114.8.2|10.114.8.2|10.114.8.2|configured by cisco on vty6(172.25.124.242)|CONFIG|SYS|Unknown|Unknown|Unknown|Unknown|Unknown|1
954|172.25.124.232|1026|0|185332|7|Debug|2015-08-26 16:04:20|2015-08-26|26|8|3|2015|35|2015|16|4|20|57861|Cisco_10.114.8.5|10.114.8.5|10.114.8.5|configured by cisco on vty6(172.25.124.242)|CONFIG|SYS|Unknown|Unknown|Unknown|Unknown|Unknown|1
881|172.25.124.232|953|0|185336|7|Debug|2015-08-26 16:04:20|2015-08-26|26|8|3|2015|35|2015|16|4|20|57861|Cisco_10.114.8.13|10.114.8.13|10.114.8.13|configured by cisco on vty6(172.25.124.242)|CONFIG|SYS|Unknown|Unknown|Unknown|Unknown|Unknown|1
885|172.25.124.232|957|0|185283|7|Debug|2015-08-26 16:04:20|2015-08-26|26|8|3|2015|35|2015|16|4|20|57861|Cisco_10.114.8.1|10.114.8.1|10.114.8.1|configured by cisco on vty6(172.25.124.242)|CONFIG|SYS|Unknown|Unknown|Unknown|Unknown|Unknown|1
942|172.25.124.232|1014|0|185338|7|Debug|2015-08-26 16:04:20|2015-08-26|26|8|3|2015|35|2015|16|4|20|57861|Cisco_10.114.8.17|10.114.8.17|10.114.8.17|configured by cisco on vty6(172.25.124.242)|CONFIG|SYS|Unknown|Unknown|Unknown|Unknown|Unknown|1
947|172.25.124.232|1019|0|185337|7|Debug|2015-08-26 16:04:20|2015-08-26|26|8|3|2015|35|2015|16|4|20|57861|Cisco_10.114.8.14|10.114.8.14|10.114.8.14|configured by cisco on vty6(172.25.124.242)|CONFIG|SYS|Unknown|Unknown|Unknown|Unknown|Unknown|1
888|172.25.124.232|960|0|185234|7|Debug|2015-08-26 16:04:20|2015-08-26|26|8|3|2015|35|2015|16|4|20|57861|Cisco_10.114.8.3|10.114.8.3|10.114.8.3|configured by cisco on vty6(172.25.124.242)|CONFIG|SYS|Unknown|Unknown|Unknown|Unknown|Unknown|1
965|172.25.124.232|1037|0|185332|0|Emergency|2015-08-26 16:04:20|2015-08-26|26|8|3|2015|35|2015|16|4|20|57861|Cisco_10.114.8.5|10.114.8.5|10.114.8.5|System emergency  Critical issue, system is Down|DOWN|SYS|Unknown|Unknown|Unknown|Unknown|Unknown|1
960|172.25.124.232|1032|0|185337|0|Emergency|2015-08-26 16:04:20|2015-08-26|26|8|3|2015|35|2015|16|4|20|57861|Cisco_10.114.8.14|10.114.8.14|10.114.8.14|System emergency  Critical issue, system is Down|DOWN|SYS|Unknown|Unknown|Unknown|Unknown|Unknown|1
924|172.25.124.232|996|0|185283|0|Emergency|2015-08-26 16:04:20|2015-08-26|26|8|3|2015|35|2015|16|4|20|57861|Cisco_10.114.8.1|10.114.8.1|10.114.8.1|System emergency  Critical issue, system is Down|DOWN|SYS|Unknown|Unknown|Unknown|Unknown|Unknown|1
916|172.25.124.232|988|0|185334|0|Emergency|2015-08-26 16:04:20|2015-08-26|26|8|3|2015|35|2015|16|4|20|57861|Cisco_10.114.8.9|10.114.8.9|10.114.8.9|System emergency  Critical issue, system is Down|DOWN|SYS|Unknown|Unknown|Unknown|Unknown|Unknown|1
925|172.25.124.232|997|0|185185|0|Emergency|2015-08-26 16:04:20|2015-08-26|26|8|3|2015|35|2015|16|4|20|57861|Cisco_10.114.8.2|10.114.8.2|10.114.8.2|System emergency  Critical issue, system is Down|DOWN|SYS|Unknown|Unknown|Unknown|Unknown|Unknown|1
909|172.25.124.232|981|0|185336|0|Emergency|2015-08-26 16:04:20|2015-08-26|26|8|3|2015|35|2015|16|4|20|57861|Cisco_10.114.8.13|10.114.8.13|10.114.8.13|System emergency  Critical issue, system is Down|DOWN|SYS|Unknown|Unknown|Unknown|Unknown|Unknown|1
911|172.25.124.232|983|0|185234|0|Emergency|2015-08-26 16:04:20|2015-08-26|26|8|3|2015|35|2015|16|4|20|57861|Cisco_10.114.8.3|10.114.8.3|10.114.8.3|System emergency  Critical issue, system is Down|DOWN|SYS|Unknown|Unknown|Unknown|Unknown|Unknown|1
968|172.25.124.232|1040|0|185333|0|Emergency|2015-08-26 16:04:20|2015-08-26|26|8|3|2015|35|2015|16|4|20|57861|Cisco_10.114.8.6|10.114.8.6|10.114.8.6|System emergency  Critical issue, system is Down|DOWN|SYS|Unknown|Unknown|Unknown|Unknown|Unknown|1
951|172.25.124.232|1023|0|185338|0|Emergency|2015-08-26 16:04:20|2015-08-26|26|8|3|2015|35|2015|16|4|20|57861|Cisco_10.114.8.17|10.114.8.17|10.114.8.17|System emergency  Critical issue, system is Down|DOWN|SYS|Unknown|Unknown|Unknown|Unknown|Unknown|1
936|172.25.124.232|1008|0|185335|0|Emergency|2015-08-26 16:04:20|2015-08-26|26|8|3|2015|35|2015|16|4|20|57861|Cisco_10.114.8.10|10.114.8.10|10.114.8.10|System emergency  Critical issue, system is Down|DOWN|SYS|Unknown|Unknown|Unknown|Unknown|Unknown|1
941|172.25.124.232|1013|0|185339|0|Emergency|2015-08-26 16:04:20|2015-08-26|26|8|3|2015|35|2015|16|4|20|57861|Cisco_10.114.8.18|10.114.8.18|10.114.8.18|System emergency  Critical issue, system is Down|DOWN|SYS|Unknown|Unknown|Unknown|Unknown|Unknown|1
894|172.25.124.232|966|0|185333|3|Error|2015-08-26 16:04:20|2015-08-26|26|8|3|2015|35|2015|16|4|20|57861|Cisco_10.114.8.6|10.114.8.6|10.114.8.6|Interface GigabitEthernet 5/1, changed state to operational down|CHANGED|LINK|Unknown|Unknown|Unknown|Unknown|Unknown|1
945|172.25.124.232|1017|0|185338|3|Error|2015-08-26 16:04:20|2015-08-26|26|8|3|2015|35|2015|16|4|20|57861|Cisco_10.114.8.17|10.114.8.17|10.114.8.17|Interface GigabitEthernet 5/1, changed state to operational down|CHANGED|LINK|Unknown|Unknown|Unknown|Unknown|Unknown|1
896|172.25.124.232|968|0|185334|3|Error|2015-08-26 16:04:20|2015-08-26|26|8|3|2015|35|2015|16|4|20|57861|Cisco_10.114.8.9|10.114.8.9|10.114.8.9|Interface GigabitEthernet 5/1, changed state to operational down|CHANGED|LINK|Unknown|Unknown|Unknown|Unknown|Unknown|1
915|172.25.124.232|987|0|185283|3|Error|2015-08-26 16:04:20|2015-08-26|26|8|3|2015|35|2015|16|4|20|57861|Cisco_10.114.8.1|10.114.8.1|10.114.8.1|Interface GigabitEthernet 5/1, changed state to operational down|CHANGED|LINK|Unknown|Unknown|Unknown|Unknown|Unknown|1
897|172.25.124.232|969|0|185336|3|Error|2015-08-26 16:04:20|2015-08-26|26|8|3|2015|35|2015|16|4|20|57861|Cisco_10.114.8.13|10.114.8.13|10.114.8.13|Interface GigabitEthernet 5/1, changed state to operational down|CHANGED|LINK|Unknown|Unknown|Unknown|Unknown|Unknown|1
918|172.25.124.232|990|0|185185|3|Error|2015-08-26 16:04:20|2015-08-26|26|8|3|2015|35|2015|16|4|20|57861|Cisco_10.114.8.2|10.114.8.2|10.114.8.2|Interface GigabitEthernet 5/1, changed state to operational down|CHANGED|LINK|Unknown|Unknown|Unknown|Unknown|Unknown|1
953|172.25.124.232|1025|0|185337|3|Error|2015-08-26 16:04:20|2015-08-26|26|8|3|2015|35|2015|16|4|20|57861|Cisco_10.114.8.14|10.114.8.14|10.114.8.14|Interface GigabitEthernet 5/1, changed state to operational down|CHANGED|LINK|Unknown|Unknown|Unknown|Unknown|Unknown|1
898|172.25.124.232|970|0|185234|3|Error|2015-08-26 16:04:20|2015-08-26|26|8|3|2015|35|2015|16|4|20|57861|Cisco_10.114.8.3|10.114.8.3|10.114.8.3|Interface GigabitEthernet 5/1, changed state to operational down|CHANGED|LINK|Unknown|Unknown|Unknown|Unknown|Unknown|1
961|172.25.124.232|1033|0|185332|3|Error|2015-08-26 16:04:20|2015-08-26|26|8|3|2015|35|2015|16|4|20|57861|Cisco_10.114.8.5|10.114.8.5|10.114.8.5|Interface GigabitEthernet 5/1, changed state to operational down|CHANGED|LINK|Unknown|Unknown|Unknown|Unknown|Unknown|1
937|172.25.124.232|1009|0|185339|3|Error|2015-08-26 16:04:20|2015-08-26|26|8|3|2015|35|2015|16|4|20|57861|Cisco_10.114.8.18|10.114.8.18|10.114.8.18|Interface GigabitEthernet 5/1, changed state to operational down|CHANGED|LINK|Unknown|Unknown|Unknown|Unknown|Unknown|1
929|172.25.124.232|1001|0|185335|3|Error|2015-08-26 16:04:20|2015-08-26|26|8|3|2015|35|2015|16|4|20|57861|Cisco_10.114.8.10|10.114.8.10|10.114.8.10|Interface GigabitEthernet 5/1, changed state to operational down|CHANGED|LINK|Unknown|Unknown|Unknown|Unknown|Unknown|1
907|172.25.124.232|979|0|185334|6|Informational|2015-08-26 16:04:20|2015-08-26|26|8|3|2015|35|2015|16|4|20|57861|Cisco_10.114.8.9|10.114.8.9|10.114.8.9|list 185 denied tcp 172.16.1.72(5775) ->192.168.2.1|IPACCESSLOGP|SEC|Unknown|Unknown|Unknown|Unknown|Unknown|1
908|172.25.124.232|980|0|185333|6|Informational|2015-08-26 16:04:20|2015-08-26|26|8|3|2015|35|2015|16|4|20|57861|Cisco_10.114.8.6|10.114.8.6|10.114.8.6|list 185 denied tcp 172.16.1.72(5775) ->192.168.2.1|IPACCESSLOGP|SEC|Unknown|Unknown|Unknown|Unknown|Unknown|1
900|172.25.124.232|972|0|185336|6|Informational|2015-08-26 16:04:20|2015-08-26|26|8|3|2015|35|2015|16|4|20|57861|Cisco_10.114.8.13|10.114.8.13|10.114.8.13|list 185 denied tcp 172.16.1.72(5775) ->192.168.2.1|IPACCESSLOGP|SEC|Unknown|Unknown|Unknown|Unknown|Unknown|1
901|172.25.124.232|973|0|185234|6|Informational|2015-08-26 16:04:20|2015-08-26|26|8|3|2015|35|2015|16|4|20|57861|Cisco_10.114.8.3|10.114.8.3|10.114.8.3|list 185 denied tcp 172.16.1.72(5775) ->192.168.2.1|IPACCESSLOGP|SEC|Unknown|Unknown|Unknown|Unknown|Unknown|1
962|172.25.124.232|1034|0|185332|6|Informational|2015-08-26 16:04:20|2015-08-26|26|8|3|2015|35|2015|16|4|20|57861|Cisco_10.114.8.5|10.114.8.5|10.114.8.5|list 185 denied tcp 172.16.1.72(5775) ->192.168.2.1|IPACCESSLOGP|SEC|Unknown|Unknown|Unknown|Unknown|Unknown|1
917|172.25.124.232|989|0|185283|6|Informational|2015-08-26 16:04:20|2015-08-26|26|8|3|2015|35|2015|16|4|20|57861|Cisco_10.114.8.1|10.114.8.1|10.114.8.1|list 185 denied tcp 172.16.1.72(5775) ->192.168.2.1|IPACCESSLOGP|SEC|Unknown|Unknown|Unknown|Unknown|Unknown|1
920|172.25.124.232|992|0|185185|6|Informational|2015-08-26 16:04:20|2015-08-26|26|8|3|2015|35|2015|16|4|20|57861|Cisco_10.114.8.2|10.114.8.2|10.114.8.2|list 185 denied tcp 172.16.1.72(5775) ->192.168.2.1|IPACCESSLOGP|SEC|Unknown|Unknown|Unknown|Unknown|Unknown|1
931|172.25.124.232|1003|0|185335|6|Informational|2015-08-26 16:04:20|2015-08-26|26|8|3|2015|35|2015|16|4|20|57861|Cisco_10.114.8.10|10.114.8.10|10.114.8.10|list 185 denied tcp 172.16.1.72(5775) ->192.168.2.1|IPACCESSLOGP|SEC|Unknown|Unknown|Unknown|Unknown|Unknown|1
946|172.25.124.232|1018|0|185338|6|Informational|2015-08-26 16:04:20|2015-08-26|26|8|3|2015|35|2015|16|4|20|57861|Cisco_10.114.8.17|10.114.8.17|10.114.8.17|list 185 denied tcp 172.16.1.72(5775) ->192.168.2.1|IPACCESSLOGP|SEC|Unknown|Unknown|Unknown|Unknown|Unknown|1
955|172.25.124.232|1027|0|185337|6|Informational|2015-08-26 16:04:20|2015-08-26|26|8|3|2015|35|2015|16|4|20|57861|Cisco_10.114.8.14|10.114.8.14|10.114.8.14|list 185 denied tcp 172.16.1.72(5775) ->192.168.2.1|IPACCESSLOGP|SEC|Unknown|Unknown|Unknown|Unknown|Unknown|1
938|172.25.124.232|1010|0|185339|6|Informational|2015-08-26 16:04:20|2015-08-26|26|8|3|2015|35|2015|16|4|20|57861|Cisco_10.114.8.18|10.114.8.18|10.114.8.18|list 185 denied tcp 172.16.1.72(5775) ->192.168.2.1|IPACCESSLOGP|SEC|Unknown|Unknown|Unknown|Unknown|Unknown|1
889|172.25.124.232|961|0|185336|5|Notice|2015-08-26 16:04:20|2015-08-26|26|8|3|2015|35|2015|16|4|20|57861|Cisco_10.114.8.13|10.114.8.13|10.114.8.13|configured by cisco on vty9(172.25.124.243)|CONFIG|SYS|Unknown|Unknown|Unknown|Unknown|Unknown|1
950|172.25.124.232|1022|0|185337|5|Notice|2015-08-26 16:04:20|2015-08-26|26|8|3|2015|35|2015|16|4|20|57861|Cisco_10.114.8.14|10.114.8.14|10.114.8.14|configured by cisco on vty9(172.25.124.243)|CONFIG|SYS|Unknown|Unknown|Unknown|Unknown|Unknown|1
887|172.25.124.232|959|0|185334|5|Notice|2015-08-26 16:04:20|2015-08-26|26|8|3|2015|35|2015|16|4|20|57861|Cisco_10.114.8.9|10.114.8.9|10.114.8.9|configured by cisco on vty9(172.25.124.243)|CONFIG|SYS|Unknown|Unknown|Unknown|Unknown|Unknown|1
893|172.25.124.232|965|0|185234|5|Notice|2015-08-26 16:04:20|2015-08-26|26|8|3|2015|35|2015|16|4|20|57861|Cisco_10.114.8.3|10.114.8.3|10.114.8.3|configured by cisco on vty9(172.25.124.243)|CONFIG|SYS|Unknown|Unknown|Unknown|Unknown|Unknown|1
886|172.25.124.232|958|0|185333|5|Notice|2015-08-26 16:04:20|2015-08-26|26|8|3|2015|35|2015|16|4|20|57861|Cisco_10.114.8.6|10.114.8.6|10.114.8.6|configured by cisco on vty9(172.25.124.243)|CONFIG|SYS|Unknown|Unknown|Unknown|Unknown|Unknown|1
943|172.25.124.232|1015|0|185338|5|Notice|2015-08-26 16:04:20|2015-08-26|26|8|3|2015|35|2015|16|4|20|57861|Cisco_10.114.8.17|10.114.8.17|10.114.8.17|configured by cisco on vty9(172.25.124.243)|CONFIG|SYS|Unknown|Unknown|Unknown|Unknown|Unknown|1
899|172.25.124.232|971|0|185283|5|Notice|2015-08-26 16:04:20|2015-08-26|26|8|3|2015|35|2015|16|4|20|57861|Cisco_10.114.8.1|10.114.8.1|10.114.8.1|configured by cisco on vty9(172.25.124.243)|CONFIG|SYS|Unknown|Unknown|Unknown|Unknown|Unknown|1
932|172.25.124.232|1004|0|185339|5|Notice|2015-08-26 16:04:20|2015-08-26|26|8|3|2015|35|2015|16|4|20|57861|Cisco_10.114.8.18|10.114.8.18|10.114.8.18|configured by cisco on vty9(172.25.124.243)|CONFIG|SYS|Unknown|Unknown|Unknown|Unknown|Unknown|1
957|172.25.124.232|1029|0|185332|5|Notice|2015-08-26 16:04:20|2015-08-26|26|8|3|2015|35|2015|16|4|20|57861|Cisco_10.114.8.5|10.114.8.5|10.114.8.5|configured by cisco on vty9(172.25.124.243)|CONFIG|SYS|Unknown|Unknown|Unknown|Unknown|Unknown|1
