if_utilization_key|interface_type1_key|device_type1_key|prdctsrs_value|producttype_value|prdctfmly_value|softwareversion|ipaddress|devicename|ifindex|ifname|iffullname|ifdescr|ifspeed|iftype|macaddress|adminstatus|operstatus|date|time_key|day_in_month|month_number|quarter_number|year|week_number|year_for_week|hour|minute|num_samples|times_in_util_greater_than_50|times_in_util_greater_than_75|times_in_util_greater_than_90|times_out_util_greater_than_50|times_out_util_greater_than_75|times_out_util_greater_than_90|max_input_utilization|max_output_utilization|pctl95_input_utilization|pctl95_output_utilization|avg_input_utilization|avg_output_utilization|max_in_errors|max_in_discards|max_out_errors|max_out_discards|avg_in_errors|avg_in_discards|avg_out_errors|avg_out_discards|max_in_octets_rate|max_out_octets_rate|pctl95_in_octets_rate|pctl95_out_octets_rate|avg_in_octets_rate|avg_out_octets_rate
159|610|13|Cisco 3900 Series Integrated Services Routers G2|Cisco 3945E Integrated Services Router G2|Routers|15.2(2)T|172.25.124.162|C3945-162.cisco.com|1|GigabitEthernet0/0|GigabitEthernet0/0@C3945-162.cisco.com|Unknown|1000000000|6|30:e4:db:48:9a:00|1|1|2015-08-27|68175|27|8|3|2015|35|2015|18|56|12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|72|106|71|102|66|89
160|612|13|Cisco 3900 Series Integrated Services Routers G2|Cisco 3945E Integrated Services Router G2|Routers|15.2(2)T|172.25.124.162|C3945-162.cisco.com|10|GigabitEthernet0/2.1|GigabitEthernet0/2.1@C3945-162.cisco.com|Unknown|1000000000|135||1|1|2015-08-27|68175|27|8|3|2015|35|2015|18|56|12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|10|8|10|8|9|7
161|358|4|Cisco ASR 900 Series Aggregation Services Routers|Cisco ASR 903 Router|Routers|15.4(3)S2|10.114.8.5|Cisco_10.114.8.5|3|GigabitEthernet0/5/1|GigabitEthernet0/5/1@Cisco_10.114.8.5|Unknown|1000000000|6|1c:1d:86:8d:0e:d1|1|1|2015-08-27|71693|27|8|3|2015|35|2015|19|54|11|0|0|0|0|0|0|0|0|0|0|0|0|33|32|70|61|18|12|37|30|0|0|0|0|0|0
162|369|5|Cisco ASR 900 Series Aggregation Services Routers|Cisco ASR 903 Router|Routers|15.4(3)S2|10.114.8.6|Cisco_10.114.8.6|3|GigabitEthernet0/5/1|GigabitEthernet0/5/1@Cisco_10.114.8.6|Unknown|1000000000|6|1c:1d:86:8d:0e:d1|1|1|2015-08-27|71693|27|8|3|2015|35|2015|19|54|11|0|0|0|0|0|0|0|0|0|0|0|0|22|29|59|53|15|14|31|32|0|0|0|0|0|0
163|759|14|Cisco ASR 9000 Series Aggregation Services Routers|Cisco ASR 9006 Router|Routers|5.1.3[Default]|172.23.222.223|prime-asr9k-cluster|22|TenGigE0/2/0/1|TenGigE0/2/0/1@Chassis 1 : prime-asr9k-cluster|Link to prime-7609-1 te1/22|10000000000|6|00:24:f7:1a:0e:c9|1|1|2015-08-27|71693|27|8|3|2015|35|2015|19|54|10|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|9|11|9|11|8|10
164|648|14|Cisco ASR 9000 Series Aggregation Services Routers|Cisco ASR 9006 Router|Routers|5.1.3[Default]|172.23.222.223|prime-asr9k-cluster|51|GigabitEthernet1/1/0/1|GigabitEthernet1/1/0/1@Chassis 1 : prime-asr9k-cluster| <DO NOT DISTURB-core link to ASR9010-3 ge0/3/0/1>|1000000000|6|6c:9c:ed:25:49:f5|1|1|2015-08-27|71693|27|8|3|2015|35|2015|19|54|10|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|961|972|957|969|932|945
165|729|14|Cisco ASR 9000 Series Aggregation Services Routers|Cisco ASR 9006 Router|Routers|5.1.3[Default]|172.23.222.223|prime-asr9k-cluster|62|GigabitEthernet1/1/0/12|GigabitEthernet1/1/0/12@Chassis 1 : prime-asr9k-cluster| <DO NOT DISTURB-core link to ASR9010-6 Gig0/2/0/20>|1000000000|6|6c:9c:ed:25:4a:00|1|1|2015-08-27|71693|27|8|3|2015|35|2015|19|54|10|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1000|999|997|996|972|970
166|725|14|Cisco ASR 9000 Series Aggregation Services Routers|Cisco ASR 9006 Router|Routers|5.1.3[Default]|172.23.222.223|prime-asr9k-cluster|66|GigabitEthernet1/1/0/16|GigabitEthernet1/1/0/16@Chassis 1 : prime-asr9k-cluster| <DO NOT DISTURB-core link to ASR9010-4 Gi0/2/0/16>|1000000000|6|6c:9c:ed:25:4a:04|1|1|2015-08-27|71693|27|8|3|2015|35|2015|19|54|10|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|86|56|84|55|67|52
167|610|13|Cisco 3900 Series Integrated Services Routers G2|Cisco 3945E Integrated Services Router G2|Routers|15.2(2)T|172.25.124.162|C3945-162.cisco.com|1|GigabitEthernet0/0|GigabitEthernet0/0@C3945-162.cisco.com|Unknown|1000000000|6|30:e4:db:48:9a:00|1|1|2015-08-27|71693|27|8|3|2015|35|2015|19|54|11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|74|100|72|98|65|85
168|612|13|Cisco 3900 Series Integrated Services Routers G2|Cisco 3945E Integrated Services Router G2|Routers|15.2(2)T|172.25.124.162|C3945-162.cisco.com|10|GigabitEthernet0/2.1|GigabitEthernet0/2.1@C3945-162.cisco.com|Unknown|1000000000|135||1|1|2015-08-27|71693|27|8|3|2015|35|2015|19|54|11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|10|8|10|8|9|7
169|358|4|Cisco ASR 900 Series Aggregation Services Routers|Cisco ASR 903 Router|Routers|15.4(3)S2|10.114.8.5|Cisco_10.114.8.5|3|GigabitEthernet0/5/1|GigabitEthernet0/5/1@Cisco_10.114.8.5|Unknown|1000000000|6|1c:1d:86:8d:0e:d1|1|1|2015-08-27|75332|27|8|3|2015|35|2015|20|55|12|0|0|0|0|0|0|0|0|0|0|0|0|29|37|69|91|16|17|30|29|0|0|0|0|0|0
170|369|5|Cisco ASR 900 Series Aggregation Services Routers|Cisco ASR 903 Router|Routers|15.4(3)S2|10.114.8.6|Cisco_10.114.8.6|3|GigabitEthernet0/5/1|GigabitEthernet0/5/1@Cisco_10.114.8.6|Unknown|1000000000|6|1c:1d:86:8d:0e:d1|1|1|2015-08-27|75332|27|8|3|2015|35|2015|20|55|12|0|0|0|0|0|0|0|0|0|0|0|0|27|25|62|49|15|12|35|28|0|0|0|0|0|0
171|759|14|Cisco ASR 9000 Series Aggregation Services Routers|Cisco ASR 9006 Router|Routers|5.1.3[Default]|172.23.222.223|prime-asr9k-cluster|22|TenGigE0/2/0/1|TenGigE0/2/0/1@Chassis 1 : prime-asr9k-cluster|Link to prime-7609-1 te1/22|10000000000|6|00:24:f7:1a:0e:c9|1|1|2015-08-27|75332|27|8|3|2015|35|2015|20|55|12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|8|11|8|11|8|10
172|648|14|Cisco ASR 9000 Series Aggregation Services Routers|Cisco ASR 9006 Router|Routers|5.1.3[Default]|172.23.222.223|prime-asr9k-cluster|51|GigabitEthernet1/1/0/1|GigabitEthernet1/1/0/1@Chassis 1 : prime-asr9k-cluster| <DO NOT DISTURB-core link to ASR9010-3 ge0/3/0/1>|1000000000|6|6c:9c:ed:25:49:f5|1|1|2015-08-27|75332|27|8|3|2015|35|2015|20|55|12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|959|972|950|959|930|938
173|729|14|Cisco ASR 9000 Series Aggregation Services Routers|Cisco ASR 9006 Router|Routers|5.1.3[Default]|172.23.222.223|prime-asr9k-cluster|62|GigabitEthernet1/1/0/12|GigabitEthernet1/1/0/12@Chassis 1 : prime-asr9k-cluster| <DO NOT DISTURB-core link to ASR9010-6 Gig0/2/0/20>|1000000000|6|6c:9c:ed:25:4a:00|1|1|2015-08-27|75332|27|8|3|2015|35|2015|20|55|12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1000|998|986|990|965|968
174|725|14|Cisco ASR 9000 Series Aggregation Services Routers|Cisco ASR 9006 Router|Routers|5.1.3[Default]|172.23.222.223|prime-asr9k-cluster|66|GigabitEthernet1/1/0/16|GigabitEthernet1/1/0/16@Chassis 1 : prime-asr9k-cluster| <DO NOT DISTURB-core link to ASR9010-4 Gi0/2/0/16>|1000000000|6|6c:9c:ed:25:4a:04|1|1|2015-08-27|75332|27|8|3|2015|35|2015|20|55|12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|79|55|76|55|64|52
175|610|13|Cisco 3900 Series Integrated Services Routers G2|Cisco 3945E Integrated Services Router G2|Routers|15.2(2)T|172.25.124.162|C3945-162.cisco.com|1|GigabitEthernet0/0|GigabitEthernet0/0@C3945-162.cisco.com|Unknown|1000000000|6|30:e4:db:48:9a:00|1|1|2015-08-27|75332|27|8|3|2015|35|2015|20|55|12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|71|106|70|104|66|88
176|612|13|Cisco 3900 Series Integrated Services Routers G2|Cisco 3945E Integrated Services Router G2|Routers|15.2(2)T|172.25.124.162|C3945-162.cisco.com|10|GigabitEthernet0/2.1|GigabitEthernet0/2.1@C3945-162.cisco.com|Unknown|1000000000|135||1|1|2015-08-27|75332|27|8|3|2015|35|2015|20|55|12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|10|8|9|8|9|7
177|358|4|Cisco ASR 900 Series Aggregation Services Routers|Cisco ASR 903 Router|Routers|15.4(3)S2|10.114.8.5|Cisco_10.114.8.5|3|GigabitEthernet0/5/1|GigabitEthernet0/5/1@Cisco_10.114.8.5|Unknown|1000000000|6|1c:1d:86:8d:0e:d1|1|1|2015-08-27|78968|27|8|3|2015|35|2015|21|56|12|0|0|0|0|0|0|0|0|0|0|0|0|35|31|78|61|13|15|36|36|0|0|0|0|0|0
178|369|5|Cisco ASR 900 Series Aggregation Services Routers|Cisco ASR 903 Router|Routers|15.4(3)S2|10.114.8.6|Cisco_10.114.8.6|3|GigabitEthernet0/5/1|GigabitEthernet0/5/1@Cisco_10.114.8.6|Unknown|1000000000|6|1c:1d:86:8d:0e:d1|1|1|2015-08-27|78968|27|8|3|2015|35|2015|21|56|12|0|0|0|0|0|0|0|0|0|0|0|0|18|33|51|57|11|17|28|34|0|0|0|0|0|0
179|759|14|Cisco ASR 9000 Series Aggregation Services Routers|Cisco ASR 9006 Router|Routers|5.1.3[Default]|172.23.222.223|prime-asr9k-cluster|22|TenGigE0/2/0/1|TenGigE0/2/0/1@Chassis 1 : prime-asr9k-cluster|Link to prime-7609-1 te1/22|10000000000|6|00:24:f7:1a:0e:c9|1|1|2015-08-27|78968|27|8|3|2015|35|2015|21|56|12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|8|11|8|11|8|10
180|648|14|Cisco ASR 9000 Series Aggregation Services Routers|Cisco ASR 9006 Router|Routers|5.1.3[Default]|172.23.222.223|prime-asr9k-cluster|51|GigabitEthernet1/1/0/1|GigabitEthernet1/1/0/1@Chassis 1 : prime-asr9k-cluster| <DO NOT DISTURB-core link to ASR9010-3 ge0/3/0/1>|1000000000|6|6c:9c:ed:25:49:f5|1|1|2015-08-27|78968|27|8|3|2015|35|2015|21|56|12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|974|988|961|973|930|938
181|729|14|Cisco ASR 9000 Series Aggregation Services Routers|Cisco ASR 9006 Router|Routers|5.1.3[Default]|172.23.222.223|prime-asr9k-cluster|62|GigabitEthernet1/1/0/12|GigabitEthernet1/1/0/12@Chassis 1 : prime-asr9k-cluster| <DO NOT DISTURB-core link to ASR9010-6 Gig0/2/0/20>|1000000000|6|6c:9c:ed:25:4a:00|1|1|2015-08-27|78968|27|8|3|2015|35|2015|21|56|12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1017|1014|1002|1002|965|969
182|725|14|Cisco ASR 9000 Series Aggregation Services Routers|Cisco ASR 9006 Router|Routers|5.1.3[Default]|172.23.222.223|prime-asr9k-cluster|66|GigabitEthernet1/1/0/16|GigabitEthernet1/1/0/16@Chassis 1 : prime-asr9k-cluster| <DO NOT DISTURB-core link to ASR9010-4 Gi0/2/0/16>|1000000000|6|6c:9c:ed:25:4a:04|1|1|2015-08-27|78968|27|8|3|2015|35|2015|21|56|12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|75|55|73|54|64|52
183|610|13|Cisco 3900 Series Integrated Services Routers G2|Cisco 3945E Integrated Services Router G2|Routers|15.2(2)T|172.25.124.162|C3945-162.cisco.com|1|GigabitEthernet0/0|GigabitEthernet0/0@C3945-162.cisco.com|Unknown|1000000000|6|30:e4:db:48:9a:00|1|1|2015-08-27|78968|27|8|3|2015|35|2015|21|56|12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|73|108|72|107|66|88
184|612|13|Cisco 3900 Series Integrated Services Routers G2|Cisco 3945E Integrated Services Router G2|Routers|15.2(2)T|172.25.124.162|C3945-162.cisco.com|10|GigabitEthernet0/2.1|GigabitEthernet0/2.1@C3945-162.cisco.com|Unknown|1000000000|135||1|1|2015-08-27|78968|27|8|3|2015|35|2015|21|56|12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|11|8|10|8|9|7
185|358|4|Cisco ASR 900 Series Aggregation Services Routers|Cisco ASR 903 Router|Routers|15.4(3)S2|10.114.8.5|Cisco_10.114.8.5|3|GigabitEthernet0/5/1|GigabitEthernet0/5/1@Cisco_10.114.8.5|Unknown|1000000000|6|1c:1d:86:8d:0e:d1|1|1|2015-08-27|82529|27|8|3|2015|35|2015|22|55|10|0|0|0|0|0|0|0|0|0|0|0|0|36|37|79|52|18|19|36|34|0|0|0|0|0|0
186|369|5|Cisco ASR 900 Series Aggregation Services Routers|Cisco ASR 903 Router|Routers|15.4(3)S2|10.114.8.6|Cisco_10.114.8.6|3|GigabitEthernet0/5/1|GigabitEthernet0/5/1@Cisco_10.114.8.6|Unknown|1000000000|6|1c:1d:86:8d:0e:d1|1|1|2015-08-27|82529|27|8|3|2015|35|2015|22|55|10|0|0|0|0|0|0|0|0|0|0|0|0|39|33|60|59|15|18|34|36|0|0|0|0|0|0
187|759|14|Cisco ASR 9000 Series Aggregation Services Routers|Cisco ASR 9006 Router|Routers|5.1.3[Default]|172.23.222.223|prime-asr9k-cluster|22|TenGigE0/2/0/1|TenGigE0/2/0/1@Chassis 1 : prime-asr9k-cluster|Link to prime-7609-1 te1/22|10000000000|6|00:24:f7:1a:0e:c9|1|1|2015-08-27|82529|27|8|3|2015|35|2015|22|55|8|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|9|11|9|11|8|10
188|648|14|Cisco ASR 9000 Series Aggregation Services Routers|Cisco ASR 9006 Router|Routers|5.1.3[Default]|172.23.222.223|prime-asr9k-cluster|51|GigabitEthernet1/1/0/1|GigabitEthernet1/1/0/1@Chassis 1 : prime-asr9k-cluster| <DO NOT DISTURB-core link to ASR9010-3 ge0/3/0/1>|1000000000|6|6c:9c:ed:25:49:f5|1|1|2015-08-27|82529|27|8|3|2015|35|2015|22|55|8|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|981|986|974|980|927|934
189|729|14|Cisco ASR 9000 Series Aggregation Services Routers|Cisco ASR 9006 Router|Routers|5.1.3[Default]|172.23.222.223|prime-asr9k-cluster|62|GigabitEthernet1/1/0/12|GigabitEthernet1/1/0/12@Chassis 1 : prime-asr9k-cluster| <DO NOT DISTURB-core link to ASR9010-6 Gig0/2/0/20>|1000000000|6|6c:9c:ed:25:4a:00|1|1|2015-08-27|82529|27|8|3|2015|35|2015|22|55|8|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1015|1021|1006|1012|961|966
190|725|14|Cisco ASR 9000 Series Aggregation Services Routers|Cisco ASR 9006 Router|Routers|5.1.3[Default]|172.23.222.223|prime-asr9k-cluster|66|GigabitEthernet1/1/0/16|GigabitEthernet1/1/0/16@Chassis 1 : prime-asr9k-cluster| <DO NOT DISTURB-core link to ASR9010-4 Gi0/2/0/16>|1000000000|6|6c:9c:ed:25:4a:04|1|1|2015-08-27|82529|27|8|3|2015|35|2015|22|55|8|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|86|55|86|55|70|52
191|610|13|Cisco 3900 Series Integrated Services Routers G2|Cisco 3945E Integrated Services Router G2|Routers|15.2(2)T|172.25.124.162|C3945-162.cisco.com|1|GigabitEthernet0/0|GigabitEthernet0/0@C3945-162.cisco.com|Unknown|1000000000|6|30:e4:db:48:9a:00|1|1|2015-08-27|82529|27|8|3|2015|35|2015|22|55|10|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|874|3571|514|2010|145|434
192|612|13|Cisco 3900 Series Integrated Services Routers G2|Cisco 3945E Integrated Services Router G2|Routers|15.2(2)T|172.25.124.162|C3945-162.cisco.com|10|GigabitEthernet0/2.1|GigabitEthernet0/2.1@C3945-162.cisco.com|Unknown|1000000000|135||1|1|2015-08-27|82529|27|8|3|2015|35|2015|22|55|10|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|10|8|10|8|9|7
193|358|4|Cisco ASR 900 Series Aggregation Services Routers|Cisco ASR 903 Router|Routers|15.4(3)S2|10.114.8.5|Cisco_10.114.8.5|3|GigabitEthernet0/5/1|GigabitEthernet0/5/1@Cisco_10.114.8.5|Unknown|1000000000|6|1c:1d:86:8d:0e:d1|1|1|2015-08-27|86202|27|8|3|2015|35|2015|23|56|12|0|0|0|0|0|0|0|0|0|0|0|0|31|35|76|59|15|11|36|28|0|0|0|0|0|0
194|369|5|Cisco ASR 900 Series Aggregation Services Routers|Cisco ASR 903 Router|Routers|15.4(3)S2|10.114.8.6|Cisco_10.114.8.6|3|GigabitEthernet0/5/1|GigabitEthernet0/5/1@Cisco_10.114.8.6|Unknown|1000000000|6|1c:1d:86:8d:0e:d1|1|1|2015-08-27|86202|27|8|3|2015|35|2015|23|56|12|0|0|0|0|0|0|0|0|0|0|0|0|44|34|61|42|18|15|37|24|0|0|0|0|0|0
195|610|13|Cisco 3900 Series Integrated Services Routers G2|Cisco 3945E Integrated Services Router G2|Routers|15.2(2)T|172.25.124.162|C3945-162.cisco.com|1|GigabitEthernet0/0|GigabitEthernet0/0@C3945-162.cisco.com|Unknown|1000000000|6|30:e4:db:48:9a:00|1|1|2015-08-27|86202|27|8|3|2015|35|2015|23|56|12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|72|103|72|102|65|88
196|612|13|Cisco 3900 Series Integrated Services Routers G2|Cisco 3945E Integrated Services Router G2|Routers|15.2(2)T|172.25.124.162|C3945-162.cisco.com|10|GigabitEthernet0/2.1|GigabitEthernet0/2.1@C3945-162.cisco.com|Unknown|1000000000|135||1|1|2015-08-27|86202|27|8|3|2015|35|2015|23|56|12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|10|8|9|8|9|7
197|648|14|Cisco ASR 9000 Series Aggregation Services Routers|Cisco ASR 9006 Router|Routers|5.1.3[Default]|172.23.222.223|prime-asr9k-cluster|51|GigabitEthernet1/1/0/1|GigabitEthernet1/1/0/1@Chassis 1 : prime-asr9k-cluster| <DO NOT DISTURB-core link to ASR9010-3 ge0/3/0/1>|1000000000|6|6c:9c:ed:25:49:f5|1|1|2015-08-27|86202|27|8|3|2015|35|2015|23|56|12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|958|967|957|966|932|939
198|725|14|Cisco ASR 9000 Series Aggregation Services Routers|Cisco ASR 9006 Router|Routers|5.1.3[Default]|172.23.222.223|prime-asr9k-cluster|66|GigabitEthernet1/1/0/16|GigabitEthernet1/1/0/16@Chassis 1 : prime-asr9k-cluster| <DO NOT DISTURB-core link to ASR9010-4 Gi0/2/0/16>|1000000000|6|6c:9c:ed:25:4a:04|1|1|2015-08-27|86202|27|8|3|2015|35|2015|23|56|12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|95|55|86|54|68|52
199|729|14|Cisco ASR 9000 Series Aggregation Services Routers|Cisco ASR 9006 Router|Routers|5.1.3[Default]|172.23.222.223|prime-asr9k-cluster|62|GigabitEthernet1/1/0/12|GigabitEthernet1/1/0/12@Chassis 1 : prime-asr9k-cluster| <DO NOT DISTURB-core link to ASR9010-6 Gig0/2/0/20>|1000000000|6|6c:9c:ed:25:4a:00|1|1|2015-08-27|86202|27|8|3|2015|35|2015|23|56|12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|991|994|988|992|962|966
200|759|14|Cisco ASR 9000 Series Aggregation Services Routers|Cisco ASR 9006 Router|Routers|5.1.3[Default]|172.23.222.223|prime-asr9k-cluster|22|TenGigE0/2/0/1|TenGigE0/2/0/1@Chassis 1 : prime-asr9k-cluster|Link to prime-7609-1 te1/22|10000000000|6|00:24:f7:1a:0e:c9|1|1|2015-08-27|86202|27|8|3|2015|35|2015|23|56|12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|8|11|8|11|8|10
579|1272|22|Cisco 7600 Series Routers|Cisco 7609 Router|Routers|12.2(18)SXF7|10.114.2.5|Cisco_10.114.2.5|85|unrouted VLAN 2|unrouted VLAN 2@Cisco_10.114.2.5|Unknown|100000000|53||1|1|2015-08-27|86263|27|8|3|2015|35|2015|23|57|10|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
580|1273|22|Cisco 7600 Series Routers|Cisco 7609 Router|Routers|12.2(18)SXF7|10.114.2.5|Cisco_10.114.2.5|71|unrouted VLAN 1|unrouted VLAN 1@Cisco_10.114.2.5|Unknown|100000000|53||1|1|2015-08-27|86263|27|8|3|2015|35|2015|23|57|10|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
581|1274|22|Cisco 7600 Series Routers|Cisco 7609 Router|Routers|12.2(18)SXF7|10.114.2.5|Cisco_10.114.2.5|76|unrouted VLAN 3|unrouted VLAN 3@Cisco_10.114.2.5|Unknown|100000000|53||1|1|2015-08-27|86263|27|8|3|2015|35|2015|23|57|10|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
582|1275|22|Cisco 7600 Series Routers|Cisco 7609 Router|Routers|12.2(18)SXF7|10.114.2.5|Cisco_10.114.2.5|64|SPAN SP Interface|SPAN SP Interface@Cisco_10.114.2.5|Unknown|1000000000|1||1|1|2015-08-27|86263|27|8|3|2015|35|2015|23|57|10|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
583|1276|22|Cisco 7600 Series Routers|Cisco 7609 Router|Routers|12.2(18)SXF7|10.114.2.5|Cisco_10.114.2.5|3|GigabitEthernet2/3|GigabitEthernet2/3@Cisco_10.114.2.5|Unknown|1000000000|6|00:0e:84:80:00:06|1|1|2015-08-27|86263|27|8|3|2015|35|2015|23|57|10|0|0|0|0|0|0|41|49|39.2|45.4|17.1|18.8|54|53|48|54|24|22|23|24|52030456|61789772|49900534|57295185|21656862|23911442
584|1277|22|Cisco 7600 Series Routers|Cisco 7609 Router|Routers|12.2(18)SXF7|10.114.2.5|Cisco_10.114.2.5|2|GigabitEthernet2/2|GigabitEthernet2/2@Cisco_10.114.2.5|Unknown|1000000000|6|00:0e:84:80:00:05|1|1|2015-08-27|86263|27|8|3|2015|35|2015|23|57|10|1|0|0|2|0|0|55|52|47.8|51.55|19.1|20.2|55|47|54|54|24|22|24|23|69819819|66066066|60376119|65527298|24186666|25694966
585|1278|22|Cisco 7600 Series Routers|Cisco 7609 Router|Routers|12.2(18)SXF7|10.114.2.5|Cisco_10.114.2.5|1|GigabitEthernet2/1|GigabitEthernet2/1@Cisco_10.114.2.5|Unknown|1000000000|6|00:0e:84:80:00:04|1|1|2015-08-27|86263|27|8|3|2015|35|2015|23|57|10|1|0|0|2|0|0|55|53|50.95|52.55|21.8|19.9|55|54|55|55|24|22|23|24|69970845|66816816|64753000|66452219|27619733|25236265
586|1279|22|Cisco 7600 Series Routers|Cisco 7609 Router|Routers|12.2(18)SXF7|10.114.2.5|Cisco_10.114.2.5|116|unrouted VLAN 800|unrouted VLAN 800@Cisco_10.114.2.5|Unknown|100000000|53||1|1|2015-08-27|86263|27|8|3|2015|35|2015|23|57|10|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
587|1280|22|Cisco 7600 Series Routers|Cisco 7609 Router|Routers|12.2(18)SXF7|10.114.2.5|Cisco_10.114.2.5|107|unrouted VLAN 311|unrouted VLAN 311@Cisco_10.114.2.5|Unknown|100000000|53||1|1|2015-08-27|86263|27|8|3|2015|35|2015|23|57|10|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
588|1281|22|Cisco 7600 Series Routers|Cisco 7609 Router|Routers|12.2(18)SXF7|10.114.2.5|Cisco_10.114.2.5|106|unrouted VLAN 306|unrouted VLAN 306@Cisco_10.114.2.5|Unknown|100000000|53||1|1|2015-08-27|86263|27|8|3|2015|35|2015|23|57|10|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
589|1282|22|Cisco 7600 Series Routers|Cisco 7609 Router|Routers|12.2(18)SXF7|10.114.2.5|Cisco_10.114.2.5|101|unrouted VLAN 301|unrouted VLAN 301@Cisco_10.114.2.5|Unknown|100000000|53||1|1|2015-08-27|86263|27|8|3|2015|35|2015|23|57|10|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
590|1283|22|Cisco 7600 Series Routers|Cisco 7609 Router|Routers|12.2(18)SXF7|10.114.2.5|Cisco_10.114.2.5|100|unrouted VLAN 300|unrouted VLAN 300@Cisco_10.114.2.5|Unknown|100000000|53||1|1|2015-08-27|86263|27|8|3|2015|35|2015|23|57|10|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
591|1284|22|Cisco 7600 Series Routers|Cisco 7609 Router|Routers|12.2(18)SXF7|10.114.2.5|Cisco_10.114.2.5|105|unrouted VLAN 305|unrouted VLAN 305@Cisco_10.114.2.5|Unknown|100000000|53||1|1|2015-08-27|86263|27|8|3|2015|35|2015|23|57|10|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
592|1285|22|Cisco 7600 Series Routers|Cisco 7609 Router|Routers|12.2(18)SXF7|10.114.2.5|Cisco_10.114.2.5|104|unrouted VLAN 304|unrouted VLAN 304@Cisco_10.114.2.5|Unknown|100000000|53||1|1|2015-08-27|86263|27|8|3|2015|35|2015|23|57|10|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
593|1286|22|Cisco 7600 Series Routers|Cisco 7609 Router|Routers|12.2(18)SXF7|10.114.2.5|Cisco_10.114.2.5|103|unrouted VLAN 303|unrouted VLAN 303@Cisco_10.114.2.5|Unknown|100000000|53||1|1|2015-08-27|86263|27|8|3|2015|35|2015|23|57|10|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
